id_a,character_a,id_b,character_b,similarity,collision_risk,recommended_fix
community-review-30-20260907,尼古貓貓,godie-e00r,初號機,0.3814,acceptable,
b2-orphen,歐菲,godie-u01u,索隆,0.3798,acceptable,
community-review-34-20260907,高速婆婆,godie-h00l,林克,0.3795,acceptable,
b2-maple,梅普露,b2-touka,托卡・史考特,0.3792,acceptable,
b2-uncle,異世界舅舅,godie-u010,飛影,0.3785,acceptable,
community-review-02-20260907,八神庵,godie-h00l,林克,0.3784,acceptable,
godie-emns,夜神月,godie-huth,魔人普烏,0.3782,acceptable,
b2-zenitsu,我妻善逸,godie-u00h,鬼畜狂刀KYO,0.3781,acceptable,
godie-e00k,安云,godie-h020,莉娜因巴斯,0.3781,acceptable,
b2-popp,何布,community-review-25-20260907,一拳超人,0.3779,acceptable,
b2-takopi,章魚嗶,community-review-30-20260907,尼古貓貓,0.3779,acceptable,
community-review-22-20260907,菜月昴,community-review-25-20260907,一拳超人,0.3778,acceptable,
community-review-23-20260907,坂田銀時,godie-hart,克勞德,0.3777,acceptable,
godie-h01n,黑崎一護,godie-hart,克勞德,0.3771,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-n00b,哆拉A夢,0.3768,acceptable,
godie-o02p,初音,godie-u00j,賽菲洛斯,0.3762,acceptable,
community-review-25-20260907,一拳超人,godie-hpb1,蒼月潮,0.3759,acceptable,
godie-o00k,皮卡娘,godie-o00x,悟空,0.3757,acceptable,
b2-maple,梅普露,b2-rem,蕾姆,0.3754,acceptable,
b2-sinbad,辛巴達,b2-zenitsu,我妻善逸,0.3751,acceptable,
b2-popp,何布,community-review-12-20260907,衛宮士郎,0.3748,acceptable,
community-review-15-20260907,比利海靈頓,godie-e00r,初號機,0.3743,acceptable,
community-review-32-20260907,阿薩謝爾,godie-e00k,安云,0.3741,acceptable,
community-review-01-20260907,武藤遊戲,godie-hart,克勞德,0.3736,acceptable,
godie-hapm,Berserker,godie-ubal,巴恩大魔王,0.3735,acceptable,
community-review-13-20260907,朝田詩乃,community-review-30-20260907,尼古貓貓,0.3732,acceptable,
b2-bojji,波吉,b2-popp,何布,0.3728,acceptable,
godie-e00k,安云,godie-n00b,哆拉A夢,0.3727,acceptable,
community-review-14-20260907,殺老師,godie-u00n,蒙其.D.魯夫,0.3725,acceptable,
b2-bojji,波吉,godie-o00l,傑洛士,0.3721,acceptable,
b2-orphen,歐菲,community-review-23-20260907,坂田銀時,0.3721,acceptable,
b2-matthias,馬提亞斯,godie-e00k,安云,0.3710,acceptable,
b2-orphen,歐菲,godie-u00l,拳四郎,0.3706,acceptable,
b2-kumoko,蜘蛛子,godie-o00x,悟空,0.3696,acceptable,
b2-nube,鵺野鳴介,godie-emfr,涅吉,0.3695,acceptable,
b2-rin,遠坂凜,godie-e002,Saber,0.3694,acceptable,
b2-orphen,歐菲,community-review-34-20260907,高速婆婆,0.3686,acceptable,
community-review-02-20260907,八神庵,community-review-03-20260907,不知火舞,0.3682,acceptable,
godie-edem,宇智波佐助,godie-h01u,呂布奉先,0.3679,acceptable,
godie-etyr,木乃香,godie-o00x,悟空,0.3679,acceptable,
community-review-18-20260907,吉爾伽美什,community-review-25-20260907,一拳超人,0.3678,acceptable,
community-review-27-20260907,庫洛魔法使,godie-h020,莉娜因巴斯,0.3677,acceptable,
b2-takopi,章魚嗶,godie-n01c,勇者小呆,0.3674,acceptable,
b2-maple,梅普露,godie-u00v,基廉列克,0.3673,acceptable,
godie-emfr,涅吉,godie-h020,莉娜因巴斯,0.3673,acceptable,
community-review-34-20260907,高速婆婆,godie-o00x,悟空,0.3666,acceptable,
b2-matthias,馬提亞斯,godie-nplh,麻倉葉,0.3664,acceptable,
community-review-27-20260907,庫洛魔法使,godie-n00b,哆拉A夢,0.3662,acceptable,
b2-luckyman,幸運超人,community-review-25-20260907,一拳超人,0.3657,acceptable,
community-review-01-20260907,武藤遊戲,community-review-23-20260907,坂田銀時,0.3653,acceptable,
community-review-19-20260907,桐谷和人,godie-hpal,藤井八雲,0.3651,acceptable,
b2-takopi,章魚嗶,godie-e00r,初號機,0.3650,acceptable,
b2-rem,蕾姆,godie-n003,依文潔琳,0.3646,acceptable,
community-review-05-20260907,洛克人,godie-e008,夏娜,0.3639,acceptable,
community-review-20-20260907,御坂美琴,godie-e00k,安云,0.3635,acceptable,
b2-bojji,波吉,community-review-22-20260907,菜月昴,0.3633,acceptable,
b2-boxxo,阿箱＋拉蜜絲,community-review-14-20260907,殺老師,0.3631,acceptable,
b2-goblin,哥布林殺手,godie-hart,克勞德,0.3631,acceptable,
b2-touka,托卡・史考特,godie-u00v,基廉列克,0.3627,acceptable,
community-review-03-20260907,不知火舞,godie-etyr,木乃香,0.3623,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-takopi,章魚嗶,0.3600,acceptable,
b2-bojji,波吉,b2-sinbad,辛巴達,0.3597,acceptable,
b2-boxxo,阿箱＋拉蜜絲,community-review-32-20260907,阿薩謝爾,0.3594,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-u00j,賽菲洛斯,0.3594,acceptable,
community-review-18-20260907,吉爾伽美什,godie-hart,克勞德,0.3593,acceptable,
b2-matthias,馬提亞斯,community-review-20-20260907,御坂美琴,0.3592,acceptable,
b2-rin,遠坂凜,community-review-13-20260907,朝田詩乃,0.3592,acceptable,
community-review-23-20260907,坂田銀時,community-review-25-20260907,一拳超人,0.3592,acceptable,
community-review-04-20260907,空條承太郎,godie-u01u,索隆,0.3585,acceptable,
godie-n00b,哆拉A夢,godie-nplh,麻倉葉,0.3583,acceptable,
community-review-01-20260907,武藤遊戲,community-review-25-20260907,一拳超人,0.3582,acceptable,
community-review-32-20260907,阿薩謝爾,godie-emfr,涅吉,0.3582,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-h00l,林克,0.3581,acceptable,
community-review-08-20260907,米卡莎,godie-n00p,南野秀一,0.3578,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-n003,依文潔琳,0.3575,acceptable,
community-review-20-20260907,御坂美琴,godie-e008,夏娜,0.3575,acceptable,
b2-rem,蕾姆,godie-u00n,蒙其.D.魯夫,0.3572,acceptable,
b2-nube,鵺野鳴介,godie-huth,魔人普烏,0.3567,acceptable,
b2-luckyman,幸運超人,b2-popp,何布,0.3565,acceptable,
community-review-32-20260907,阿薩謝爾,godie-e002,Saber,0.3555,acceptable,
b2-boxxo,阿箱＋拉蜜絲,community-review-16-20260907,魔法少女☆伊莉雅,0.3553,acceptable,
community-review-25-20260907,一拳超人,godie-osam,殺生丸,0.3548,acceptable,
community-review-30-20260907,尼古貓貓,godie-emfr,涅吉,0.3546,acceptable,
godie-h01u,呂布奉先,godie-osam,殺生丸,0.3544,acceptable,
godie-e00k,安云,godie-h02k,熊貓,0.3540,acceptable,
b2-uncle,異世界舅舅,godie-h01u,呂布奉先,0.3537,acceptable,
community-review-02-20260907,八神庵,godie-o02p,初音,0.3531,acceptable,
godie-edem,宇智波佐助,godie-u010,飛影,0.3530,acceptable,
community-review-12-20260907,衛宮士郎,godie-h01n,黑崎一護,0.3528,acceptable,
b2-nube,鵺野鳴介,godie-n01c,勇者小呆,0.3523,acceptable,
community-review-03-20260907,不知火舞,godie-emns,夜神月,0.3523,acceptable,
community-review-33-20260907,近衛刀太,godie-e002,Saber,0.3518,acceptable,
b2-bojji,波吉,godie-hart,克勞德,0.3517,acceptable,
community-review-37-20260907,吉伊卡哇,godie-o00x,悟空,0.3515,acceptable,
godie-huth,魔人普烏,godie-u00n,蒙其.D.魯夫,0.3514,acceptable,
b2-takopi,章魚嗶,godie-e008,夏娜,0.3513,acceptable,
b2-uncle,異世界舅舅,godie-u00k,死之王,0.3512,acceptable,
godie-hart,克勞德,godie-osam,殺生丸,0.3508,acceptable,
godie-e001,龍宮禮奈,godie-nplh,麻倉葉,0.3507,acceptable,
godie-h00l,林克,godie-ofar,皮卡丘,0.3506,acceptable,
b2-boxxo,阿箱＋拉蜜絲,community-review-02-20260907,八神庵,0.3500,acceptable,
godie-e007,天地志狼,godie-o00l,傑洛士,0.3498,acceptable,
community-review-20-20260907,御坂美琴,community-review-33-20260907,近衛刀太,0.3496,acceptable,
community-review-01-20260907,武藤遊戲,community-review-19-20260907,桐谷和人,0.3495,acceptable,
godie-h00l,林克,godie-o00x,悟空,0.3492,acceptable,
b2-touka,托卡・史考特,b2-uncle,異世界舅舅,0.3489,acceptable,
community-review-08-20260907,米卡莎,community-review-13-20260907,朝田詩乃,0.3489,acceptable,
b2-sinbad,辛巴達,b2-touka,托卡・史考特,0.3488,acceptable,
community-review-01-20260907,武藤遊戲,godie-hpal,藤井八雲,0.3485,acceptable,
b2-nube,鵺野鳴介,godie-e002,Saber,0.3484,acceptable,
godie-etyr,木乃香,godie-huth,魔人普烏,0.3484,acceptable,
godie-h01n,黑崎一護,godie-hpal,藤井八雲,0.3481,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-etyr,木乃香,0.3475,acceptable,
b2-orphen,歐菲,godie-edem,宇智波佐助,0.3473,acceptable,
godie-e002,Saber,godie-emfr,涅吉,0.3473,acceptable,
godie-hpal,藤井八雲,godie-hpb1,蒼月潮,0.3472,acceptable,
godie-u00j,賽菲洛斯,godie-u010,飛影,0.3472,acceptable,
b2-matthias,馬提亞斯,community-review-13-20260907,朝田詩乃,0.3470,acceptable,
b2-popp,何布,community-review-18-20260907,吉爾伽美什,0.3464,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-rin,遠坂凜,0.3463,acceptable,
b2-luckyman,幸運超人,godie-h01n,黑崎一護,0.3461,acceptable,
b2-rin,遠坂凜,community-review-05-20260907,洛克人,0.3461,acceptable,
b2-orphen,歐菲,godie-osam,殺生丸,0.3460,acceptable,
b2-popp,何布,b2-takopi,章魚嗶,0.3459,acceptable,
community-review-23-20260907,坂田銀時,godie-hpal,藤井八雲,0.3455,acceptable,
godie-e008,夏娜,godie-n003,依文潔琳,0.3454,acceptable,
b2-guts,凱茲,godie-edem,宇智波佐助,0.3453,acceptable,
community-review-19-20260907,桐谷和人,godie-hpb1,蒼月潮,0.3449,acceptable,
b2-matthias,馬提亞斯,godie-o00x,悟空,0.3447,acceptable,
b2-nube,鵺野鳴介,godie-udea,飛鼠先生,0.3445,acceptable,
b2-goblin,哥布林殺手,community-review-25-20260907,一拳超人,0.3439,acceptable,
community-review-13-20260907,朝田詩乃,community-review-27-20260907,庫洛魔法使,0.3438,acceptable,
godie-u00l,拳四郎,godie-u010,飛影,0.3435,acceptable,
b2-maple,梅普露,community-review-05-20260907,洛克人,0.3434,acceptable,
b2-rin,遠坂凜,godie-udea,飛鼠先生,0.3434,acceptable,
godie-h01u,呂布奉先,godie-u01u,索隆,0.3432,acceptable,
godie-e00k,安云,godie-etyr,木乃香,0.3431,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-elma,艾爾瑪,0.3428,acceptable,
b2-nube,鵺野鳴介,godie-e00k,安云,0.3427,acceptable,
godie-h00l,林克,godie-o02p,初音,0.3427,acceptable,
community-review-33-20260907,近衛刀太,godie-etyr,木乃香,0.3417,acceptable,
b2-nube,鵺野鳴介,godie-n003,依文潔琳,0.3414,acceptable,
b2-sinbad,辛巴達,community-review-12-20260907,衛宮士郎,0.3413,acceptable,
b2-popp,何布,godie-osam,殺生丸,0.3408,acceptable,
b2-matthias,馬提亞斯,godie-u00v,基廉列克,0.3406,acceptable,
community-review-05-20260907,洛克人,godie-e00k,安云,0.3406,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-touka,托卡・史考特,0.3401,acceptable,
community-review-02-20260907,八神庵,godie-u010,飛影,0.3396,acceptable,
community-review-27-20260907,庫洛魔法使,godie-e00k,安云,0.3395,acceptable,
godie-hpb1,蒼月潮,godie-u00h,鬼畜狂刀KYO,0.3395,acceptable,
godie-huth,魔人普烏,godie-u00v,基廉列克,0.3390,acceptable,
community-review-20-20260907,御坂美琴,community-review-37-20260907,吉伊卡哇,0.3388,acceptable,
b2-goblin,哥布林殺手,b2-orphen,歐菲,0.3382,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-guts,凱茲,0.3378,acceptable,
b2-orphen,歐菲,community-review-18-20260907,吉爾伽美什,0.3376,acceptable,
b2-luckyman,幸運超人,godie-o00l,傑洛士,0.3373,acceptable,
community-review-33-20260907,近衛刀太,godie-emfr,涅吉,0.3367,acceptable,
community-review-02-20260907,八神庵,godie-huth,魔人普烏,0.3361,acceptable,
b2-orphen,歐菲,godie-huth,魔人普烏,0.3358,acceptable,
b2-uncle,異世界舅舅,godie-u00l,拳四郎,0.3356,acceptable,
b2-zenitsu,我妻善逸,godie-n00p,南野秀一,0.3356,acceptable,
godie-huth,魔人普烏,godie-udea,飛鼠先生,0.3356,acceptable,
godie-h01n,黑崎一護,godie-u010,飛影,0.3354,acceptable,
community-review-27-20260907,庫洛魔法使,godie-udea,飛鼠先生,0.3350,acceptable,
community-review-14-20260907,殺老師,community-review-27-20260907,庫洛魔法使,0.3348,acceptable,
community-review-18-20260907,吉爾伽美什,godie-u00l,拳四郎,0.3346,acceptable,
godie-emns,夜神月,godie-n01c,勇者小呆,0.3345,acceptable,
community-review-18-20260907,吉爾伽美什,godie-osam,殺生丸,0.3344,acceptable,
b2-kumoko,蜘蛛子,community-review-03-20260907,不知火舞,0.3341,acceptable,
community-review-32-20260907,阿薩謝爾,godie-h02k,熊貓,0.3339,acceptable,
b2-nube,鵺野鳴介,community-review-30-20260907,尼古貓貓,0.3338,acceptable,
community-review-27-20260907,庫洛魔法使,godie-n003,依文潔琳,0.3328,acceptable,
community-review-18-20260907,吉爾伽美什,godie-u01u,索隆,0.3322,acceptable,
b2-maple,梅普露,godie-etyr,木乃香,0.3321,acceptable,
community-review-08-20260907,米卡莎,godie-e00w,櫻綻剎那,0.3320,acceptable,
godie-edem,宇智波佐助,godie-u01u,索隆,0.3316,acceptable,
godie-h01n,黑崎一護,godie-u00h,鬼畜狂刀KYO,0.3311,acceptable,
godie-e00r,初號機,godie-orkn,臭作,0.3309,acceptable,
community-review-20-20260907,御坂美琴,godie-e001,龍宮禮奈,0.3305,acceptable,
community-review-20-20260907,御坂美琴,godie-n003,依文潔琳,0.3303,acceptable,
b2-luckyman,幸運超人,community-review-22-20260907,菜月昴,0.3301,acceptable,
b2-uncle,異世界舅舅,godie-o02p,初音,0.3300,acceptable,
godie-e008,夏娜,godie-o00x,悟空,0.3299,acceptable,
community-review-12-20260907,衛宮士郎,community-review-22-20260907,菜月昴,0.3294,acceptable,
b2-maple,梅普露,godie-n00b,哆拉A夢,0.3293,acceptable,
b2-touka,托卡・史考特,godie-u010,飛影,0.3290,acceptable,
b2-rem,蕾姆,community-review-37-20260907,吉伊卡哇,0.3288,acceptable,
community-review-13-20260907,朝田詩乃,godie-udea,飛鼠先生,0.3288,acceptable,
community-review-12-20260907,衛宮士郎,godie-hpal,藤井八雲,0.3286,acceptable,
community-review-13-20260907,朝田詩乃,community-review-14-20260907,殺老師,0.3283,acceptable,
community-review-18-20260907,吉爾伽美什,godie-h01u,呂布奉先,0.3272,acceptable,
community-review-32-20260907,阿薩謝爾,godie-udea,飛鼠先生,0.3272,acceptable,
godie-h01u,呂布奉先,godie-huth,魔人普烏,0.3272,acceptable,
b2-haga,羽賀,b2-touka,托卡・史考特,0.3271,acceptable,
b2-bojji,波吉,godie-e00r,初號機,0.3270,acceptable,
b2-rem,蕾姆,godie-o00x,悟空,0.3270,acceptable,
b2-touka,托卡・史考特,godie-e007,天地志狼,0.3270,acceptable,
godie-emns,夜神月,godie-h01u,呂布奉先,0.3268,acceptable,
b2-uncle,異世界舅舅,community-review-27-20260907,庫洛魔法使,0.3264,acceptable,
b2-maple,梅普露,godie-emfr,涅吉,0.3263,acceptable,
b2-orphen,歐菲,community-review-17-20260907,安茲·烏爾·恭,0.3263,acceptable,
community-review-18-20260907,吉爾伽美什,community-review-23-20260907,坂田銀時,0.3262,acceptable,
b2-maple,梅普露,community-review-27-20260907,庫洛魔法使,0.3259,acceptable,
godie-etyr,木乃香,godie-u00n,蒙其.D.魯夫,0.3259,acceptable,
godie-e008,夏娜,godie-u00v,基廉列克,0.3255,acceptable,
b2-guts,凱茲,godie-emns,夜神月,0.3254,acceptable,
b2-touka,托卡・史考特,godie-huth,魔人普烏,0.3253,acceptable,
community-review-03-20260907,不知火舞,godie-u00j,賽菲洛斯,0.3252,acceptable,
community-review-16-20260907,魔法少女☆伊莉雅,godie-n01c,勇者小呆,0.3252,acceptable,
community-review-23-20260907,坂田銀時,godie-hpb1,蒼月潮,0.3252,acceptable,
b2-zenitsu,我妻善逸,godie-hblm,慈悲的王者－賈修貝爾,0.3250,acceptable,
community-review-24-20260907,奇犽,godie-hvsh,Rider,0.3250,acceptable,
godie-hpb1,蒼月潮,godie-u010,飛影,0.3249,acceptable,
community-review-25-20260907,一拳超人,godie-o00l,傑洛士,0.3247,acceptable,
community-review-32-20260907,阿薩謝爾,godie-nplh,麻倉葉,0.3247,acceptable,
community-review-08-20260907,米卡莎,godie-hblm,慈悲的王者－賈修貝爾,0.3245,acceptable,
community-review-24-20260907,奇犽,community-review-33-20260907,近衛刀太,0.3244,acceptable,
community-review-03-20260907,不知火舞,godie-o02p,初音,0.3240,acceptable,
community-review-03-20260907,不知火舞,godie-h00l,林克,0.3238,acceptable,
b2-nube,鵺野鳴介,godie-hblm,慈悲的王者－賈修貝爾,0.3234,acceptable,
b2-uncle,異世界舅舅,community-review-14-20260907,殺老師,0.3231,acceptable,
b2-bojji,波吉,godie-osam,殺生丸,0.3230,acceptable,
community-review-23-20260907,坂田銀時,godie-ubal,巴恩大魔王,0.3228,acceptable,
community-review-20-20260907,御坂美琴,godie-e002,Saber,0.3223,acceptable,
community-review-08-20260907,米卡莎,community-review-17-20260907,安茲·烏爾·恭,0.3222,acceptable,
community-review-20-20260907,御坂美琴,community-review-27-20260907,庫洛魔法使,0.3218,acceptable,
community-review-27-20260907,庫洛魔法使,godie-hblm,慈悲的王者－賈修貝爾,0.3213,acceptable,
b2-guts,凱茲,godie-h01u,呂布奉先,0.3208,acceptable,
godie-e001,龍宮禮奈,godie-e002,Saber,0.3204,acceptable,
b2-goblin,哥布林殺手,community-review-01-20260907,武藤遊戲,0.3201,acceptable,
b2-kumoko,蜘蛛子,community-review-16-20260907,魔法少女☆伊莉雅,0.3198,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-u00n,蒙其.D.魯夫,0.3196,acceptable,
b2-bojji,波吉,godie-hpal,藤井八雲,0.3194,acceptable,
community-review-08-20260907,米卡莎,godie-edem,宇智波佐助,0.3193,acceptable,
godie-hart,克勞德,godie-n00p,南野秀一,0.3192,acceptable,
community-review-37-20260907,吉伊卡哇,godie-e007,天地志狼,0.3191,acceptable,
godie-u00l,拳四郎,godie-u00v,基廉列克,0.3191,acceptable,
godie-o00x,悟空,godie-u00n,蒙其.D.魯夫,0.3190,acceptable,
community-review-12-20260907,衛宮士郎,godie-edem,宇智波佐助,0.3186,acceptable,
community-review-23-20260907,坂田銀時,godie-u00l,拳四郎,0.3185,acceptable,
godie-osam,殺生丸,godie-u00h,鬼畜狂刀KYO,0.3185,acceptable,
b2-nube,鵺野鳴介,community-review-03-20260907,不知火舞,0.3183,acceptable,
godie-n00p,南野秀一,godie-o00l,傑洛士,0.3183,acceptable,
godie-e001,龍宮禮奈,godie-n003,依文潔琳,0.3181,acceptable,
b2-popp,何布,b2-touka,托卡・史考特,0.3180,acceptable,
b2-takopi,章魚嗶,godie-orkn,臭作,0.3180,acceptable,
b2-boxxo,阿箱＋拉蜜絲,b2-sinbad,辛巴達,0.3178,acceptable,
community-review-01-20260907,武藤遊戲,community-review-12-20260907,衛宮士郎,0.3176,acceptable,
godie-h01n,黑崎一護,godie-n01c,勇者小呆,0.3170,acceptable,
b2-popp,何布,b2-sinbad,辛巴達,0.3166,acceptable,
godie-emns,夜神月,godie-o00k,皮卡娘,0.3162,acceptable,
godie-emns,夜神月,godie-u00v,基廉列克,0.3161,acceptable,
godie-emfr,涅吉,godie-nplh,麻倉葉,0.3160,acceptable,
godie-huth,魔人普烏,godie-u00l,拳四郎,0.3157,acceptable,
b2-sinbad,辛巴達,godie-e00w,櫻綻剎那,0.3155,acceptable,
godie-hpal,藤井八雲,godie-o00l,傑洛士,0.3149,acceptable,
godie-emfr,涅吉,godie-etyr,木乃香,0.3145,acceptable,
